grade,subject,learning_style,device_type,past_quiz_score_avg,accuracy_percentage,avg_response_time_sec,num_attempts,learning_streak_days,engagement_score,hints_used,video_watch_pct,time_on_task_min,session_count_week,accuracy_x_score,efficiency_ratio,struggle_index,hint_dependency,engagement_composite,revision_pressure,perf_consistency,session_intensity,mastery_index,topic_freq
-0.16666666666666666,0.0,-0.5,0.0,-0.26666666666666666,0.027288824080824964,-0.20356234096692113,0.0,0.75,-0.023285084959093653,0.5,-0.14834205933682368,-0.2857142857142861,0.75,-0.1160642210063682,0.1386300808846114,0.100692576654115,0.29994001199760045,0.22526636225266372,0.00771742356782409,0.5506072874493925,-0.516861112256256,-0.05479452054794503,3.9493670886075956
-0.3333333333333333,0.0,1.0,-2.0,1.3723172628304825,1.404228726174357,-1.231552162849873,-1.0,-0.625,1.3064820641913155,-1.0,1.5584642233856894,-0.3750000000000004,-0.25,1.8407032020809033,3.0115695710044026,-0.8476667563206026,-1.4997000599880026,0.9657534246575342,-1.342831700801425,0.2442645074224024,0.0731747536793502,1.281875658587988,3.9493670886075956
0.5,-0.6666666666666666,-0.5,0.0,-0.23514774494556745,-0.06228517862722623,0.2468193384223916,1.0,-0.5,0.007551919446192441,0.5,1.0680628272251311,0.33928571428571414,-0.25,-0.14404879361377704,-0.1517354356506605,0.45464631522323823,0.0,0.2336377473363775,0.1846245176610268,0.7246963562753038,0.48542688708414056,-0.25922023182297144,0.8860759493670889
0.5,0.0,0.0,1.0,-0.11653706583722118,-0.35308821997708584,-0.29770992366412224,1.0,-0.375,-0.5689112649465071,0.5,0.0026178010471205183,0.0,-0.25,-0.23589559601757987,-0.029077505887171066,0.6893154922001077,0.0,-0.4429223744292235,0.5004452359750667,-0.6032388663967626,0.2896071237168653,-0.32876712328767105,0.9240506329113927
0.0,-1.3333333333333333,1.0,0.0,-0.15717988595127008,0.0,0.6692111959287531,-1.0,0.625,-0.1944619257394587,0.0,-0.27050610820244314,-0.616071428571429,0.75,-0.07480491523903479,-0.28422238148868645,-0.16779854760624005,0.0,0.06773211567732129,-0.05877114870881579,0.6720647773279351,-0.6121944181061137,-0.030031612223392668,-0.13924050632911372
-0.16666666666666666,0.3333333333333333,0.0,0.0,-0.15842405391394507,-0.637641912300802,0.5368956743002543,0.0,1.375,-0.03398363750786668,0.5,-0.1326352530541012,-0.017857142857143116,1.0,-0.39734505336801496,-0.5158185727449576,0.5299556213017751,0.29994001199760045,0.43987823439878243,0.4838230929059066,-1.388663967611337,-0.5194376880900359,-0.2481559536354056,0.6582278481012661
0.16666666666666666,0.3333333333333333,-0.5,1.0,-0.9140487299118715,-1.1134256848244974,0.6106870229007634,2.0,1.875,-0.6903713027061047,0.5,-1.1025305410122164,1.4017857142857144,1.5,-0.8386402367925372,-0.7367666632538139,1.7686592253899949,-0.2141571685662868,-0.02511415525114132,1.184327693677649,-0.47098515519568246,-0.33767572247186384,-0.8024236037934666,-0.06329113924050604
-0.6666666666666666,-1.0,1.0,1.0,0.0,0.20268722008124163,-1.0788804071246823,0.0,-0.25,0.2857142857142857,-0.5,0.16143106457242595,0.410714285714286,-0.25,0.11211767871557983,1.2984539776799424,-0.01254034427111354,-0.8998200359928015,0.019786910197869455,-0.17512615019293576,0.8178137651821867,0.5266521004246199,0.02897787144362519,-0.16455696202531628
0.0,-1.0,0.0,1.0,-1.3349922239502334,-1.5921966461826895,-0.06870229007633595,2.0,1.625,-1.5028319697923223,1.0,-1.779232111692845,0.0,1.5,-1.0750739976679518,-0.8379236203542542,2.232282140935987,0.2141571685662868,-0.7275494672754945,1.6782428020184033,-0.6518218623481787,-0.6318794574761925,-1.2934668071654372,0.16455696202531664
1.0,0.0,1.0,-2.0,0.2733022291342666,-0.024789084470367626,-0.5343511450381679,1.0,-0.5,0.06670862177470106,-0.5,0.20375218150087268,0.294642857142857,-0.5,0.12431608215983496,0.3626497389167606,0.4243881118881119,-0.9997000599880026,-0.17199391171993875,0.14663104778866135,-0.8083670715249678,0.9990312074864987,0.01791359325605938,0.848101265822785
0.5,-1.3333333333333333,1.0,-1.0,-0.048937273198548466,0.4214144359962502,-0.030534351145038243,-1.0,-0.625,0.4562617998741348,0.5,0.4419720767888309,0.16964285714285707,-0.5,0.20109426854426393,0.2459301730316371,-0.37180607853684794,0.7498500299940013,0.06468797564687981,-0.48204214900563963,-0.017543859649123885,0.9028321721564909,0.06217070600632263,-0.13924050632911372
-0.16666666666666666,1.0,1.0,0.0,-0.9588387765681701,-1.1567545047390897,0.5114503816793892,1.0,1.0,-1.2800503461296413,0.5,-1.0292321116928447,0.0714285714285712,0.75,-0.8651897031123864,-0.7367666632538139,1.3378496503496502,0.0,-0.6278538812785387,1.2074799643811218,-0.46558704453441446,-0.4137980789050584,-0.9699683877766068,-0.5443037974683543
-0.8333333333333334,0.3333333333333333,0.0,0.0,-0.14390876101607047,-0.42183105926465997,-0.5928753180661581,0.0,-0.125,-0.8344870988042795,1.0,-0.5532286212914483,0.09821428571428556,-0.5,-0.28253655036326114,0.13310125934268444,0.39063340505648175,0.8998200359928017,-0.7884322678843223,0.48085485307212805,-0.7368421052631582,0.8478583501669621,-0.3424657534246573,0.6582278481012661
-0.5,-0.3333333333333333,0.0,0.0,0.1505443234836701,-0.3497552338298093,-0.9083969465648857,-1.0,-0.375,-0.1346758967904341,0.5,0.6465968586387435,0.0,-0.5,-0.12108709301282622,0.5080372683526159,0.0015801506186120578,0.7498500299940013,-0.03272450532724482,0.17868803799346963,-1.4615384615384635,0.772292534113864,-0.19125395152792388,0.4177215189873419
0.0,0.6666666666666666,0.0,0.0,0.5640228097459828,0.28142901781064456,0.9211195928753179,-1.0,0.125,0.3379483952171175,-0.5,0.4184118673647471,-0.2946428571428573,0.25,0.46802403803031645,-0.25330193508753973,-0.30402770306616467,-0.7498500299940013,0.3576864535768648,-0.35975066785396287,-0.7624831309041841,-0.3064476233664509,0.4083245521601687,-0.7721518987341771
-0.16666666666666666,-0.3333333333333333,-0.5,-1.0,-1.250388802488336,-1.5287990834288094,0.768447837150127,2.0,0.75,-1.3618628067967276,1.0,-1.2670157068062828,1.7589285714285716,0.25,-1.0435016593416446,-0.9315040442305723,2.1708916083916088,0.2141571685662868,-0.9383561643835613,1.6064113980409618,-0.7219973009446699,0.48371604073051083,-1.3414120126448892,0.4177215189873419
0.3333333333333333,-1.0,0.5,-1.0,0.5594608605495079,0.5701489428184565,-0.32824427480916046,-2.0,0.375,0.871617369414726,-0.5,1.3459860383944158,-0.9285714285714292,0.0,0.6542290788411514,0.5643493396129824,-0.6378765465303928,-0.5000000000000001,0.9969558599695585,-0.7848026120510541,0.1875843454790813,-0.428742218740982,0.586933614330875,-0.0886075949367086
-0.5,0.6666666666666666,0.0,0.0,0.22063245204769344,0.39141756067076333,-0.865139949109415,-1.0,0.0,0.8646947765890496,-0.5,0.4799301919720768,-0.23214285714285735,0.0,0.3413759081531975,1.0846728780587693,-0.3572821409359872,-0.7498500299940013,0.5213089802130898,-0.5378450578806768,0.7112010796221324,-0.1071855546852456,0.2718651211801902,-0.44303797468354406
0.16666666666666666,-0.3333333333333333,-0.5,-1.0,-0.9567651632970452,-1.1405061972711177,0.23155216284987265,2.0,0.125,-1.0604153555695406,0.0,-0.8839441535776614,0.8839285714285716,0.25,-0.8590905013902589,-0.6698064912460325,1.794883001613771,-0.6427714457108579,-0.8021308980213087,1.2733748886910061,-0.41970310391363075,0.14702972337881853,-1.0837723919915698,0.4810126582278483
0.8333333333333334,-1.0,1.0,-1.0,0.15386210471747053,-0.061451932090407314,-0.32824427480916046,-1.0,0.875,-0.09251101321585899,0.0,-0.6204188481675392,-0.1517857142857146,0.5,0.044667683200287064,0.1713934677997338,-0.13801102743410448,0.0,-0.03272450532724482,-0.03443158207183157,-0.5384615384615395,-0.3810446469060478,0.13171759747102227,-0.0886075949367086
0.0,-0.6666666666666666,0.5,-2.0,-1.223431829963712,-1.303405895219248,0.6819338422391857,2.0,-0.625,-1.6715481434864696,0.0,-1.3704188481675392,0.9732142857142859,-0.25,-0.9746165575387923,-0.8280946042797174,1.9526291016675634,-0.6427714457108579,-1.5715372907153724,1.504303947758979,-0.07962213225371148,0.8513006554808921,-1.4072708113804004,0.8860759493670889
-0.5,0.0,0.0,0.0,0.4026956972524628,0.11602958025205724,-0.7277353689567433,-2.0,1.5,0.44241661422278183,0.0,1.2015706806282727,-1.3125000000000007,1.5,0.275361018925464,0.669192177741374,-0.4912923614846693,0.49999999999999994,1.363774733637747,-0.3805283466904129,-0.7732793522267215,-0.9073257204106031,0.4357218124341418,3.9493670886075956
-0.5,0.6666666666666666,1.0,-1.0,0.8360808709175739,1.2763253827726282,-1.137404580152672,-2.0,-0.625,0.0,0.0,1.2260034904013966,-0.7946428571428577,-0.25,1.3265763745627406,2.5420292822770554,-0.8658216783216786,0.49999999999999994,0.26788432267884327,-1.1237756010685667,0.0931174089068829,-0.16902337469596412,0.9446786090621709,-0.43037974683544317
-0.8333333333333334,-1.3333333333333333,0.5,0.0,-0.6697770865733541,-0.7813769399020934,1.0585241730279897,2.0,-0.375,-0.7721837633731906,0.0,-0.4341186736474693,1.0625000000000002,-0.25,-0.6413131222531165,-0.6859834135353743,1.4471153846153846,-0.6427714457108579,-0.7191780821917805,0.9628970020777677,-0.19028340080971676,0.9028321721564909,-0.8266596417281347,-0.06329113924050604
